FIPS,year,bachelorsOrMore,someCollege,lessThanHSD,HSDonly
31087,1980.0,0.091,0.178,0.306,0.426
31087,1990.0,0.121,0.296,0.196,0.388
31087,2e3,0.138,0.342,0.144,0.377
31087,2010.0,0.153,0.425,0.069,0.353
31089,1970.0,0.041,0.106,0.483,0.369
31089,1980.0,0.087,0.154,0.321,0.438
31089,1990.0,0.128,0.235,0.239,0.399
31089,2e3,0.145,0.289,0.155,0.412
31089,2010.0,0.201,0.369,0.083,0.346
31091,1970.0,0.057,0.099,0.413,0.43
31091,1980.0,0.118,0.171,0.295,0.417
31091,1990.0,0.135,0.232,0.205,0.428
31091,2e3,0.157,0.329,0.103,0.411
31091,2010.0,0.236,0.371,0.058,0.335
31093,1970.0,0.059,0.121,0.481,0.339
31093,1980.0,0.099,0.139,0.314,0.448
31093,1990.0,0.086,0.204,0.248,0.461
31093,2e3,0.142,0.297,0.128,0.433
31093,2010.0,0.187,0.315,0.081,0.417
31095,1970.0,0.052,0.102,0.515,0.331
31095,1980.0,0.087,0.17,0.359,0.385
31095,1990.0,0.127,0.215,0.249,0.408
31095,2e3,0.144,0.292,0.158,0.406
31095,2010.0,0.132,0.334,0.105,0.43
31097,1970.0,0.044,0.099,0.524,0.333
31097,1980.0,0.089,0.098,0.387,0.426
31097,1990.0,0.085,0.189,0.264,0.462
31097,2e3,0.147,0.223,0.196,0.434
31097,2010.0,0.132,0.319,0.123,0.426
31099,1970.0,0.086,0.129,0.391,0.394
31099,1980.0,0.137,0.183,0.267,0.412
31099,1990.0,0.179,0.298,0.197,0.326
31099,2e3,0.213,0.317,0.115,0.354
31099,2010.0,0.249,0.351,0.088,0.312
31101,1970.0,0.066,0.155,0.413,0.366
31101,1980.0,0.114,0.172,0.271,0.444
31101,1990.0,0.131,0.274,0.185,0.409
31101,2e3,0.168,0.329,0.134,0.369
31101,2010.0,0.22,0.388,0.077,0.315
31103,1970.0,0.05,0.154,0.411,0.385
31103,1980.0,0.081,0.159,0.322,0.438
31103,1990.0,0.081,0.289,0.232,0.399
31103,2e3,0.157,0.304,0.178,0.361
31103,2010.0,0.158,0.318,0.08,0.443
31105,1970.0,0.097,0.133,0.362,0.408
31105,1980.0,0.101,0.189,0.312,0.397
31105,1990.0,0.127,0.248,0.262,0.363
31105,2e3,0.135,0.34,0.154,0.37
31105,2010.0,0.159,0.351,0.146,0.344
31107,1970.0,0.039,0.09,0.533,0.339
31107,1980.0,0.078,0.137,0.386,0.398
31107,1990.0,0.088,0.208,0.289,0.415
31107,2e3,0.144,0.28,0.18,0.396
31107,2010.0,0.189,0.327,0.102,0.383
31109,1970.0,0.175,0.162,0.281,0.382
31109,1980.0,0.239,0.211,0.185,0.365
31109,1990.0,0.276,0.318,0.119,0.287
31109,2e3,0.326,0.327,0.095,0.252
31109,2010.0,0.362,0.342,0.066,0.23
31111,1970.0,0.071,0.12,0.396,0.413
31111,1980.0,0.121,0.193,0.244,0.442
31111,1990.0,0.142,0.289,0.186,0.382
31111,2e3,0.162,0.367,0.137,0.334
31111,2010.0,0.199,0.388,0.085,0.328
31113,1970.0,0.058,0.068,0.522,0.353
31113,1980.0,0.105,0.177,0.256,0.461
31113,1990.0,0.134,0.303,0.171,0.392
31113,2e3,0.105,0.424,0.092,0.38
31113,2010.0,0.204,0.413,0.081,0.302
31115,1970.0,0.042,0.104,0.522,0.332
31115,1980.0,0.114,0.148,0.284,0.455
31115,1990.0,0.098,0.24,0.217,0.446
31115,2e3,0.133,0.357,0.082,0.427
31115,2010.0,0.144,0.377,0.062,0.417
31117,1970.0,0.083,0.111,0.5,0.306
31117,1980.0,0.111,0.146,0.381,0.362
31117,1990.0,0.09,0.342,0.22,0.348
31117,2e3,0.222,0.267,0.114,0.397
31117,2010.0,0.256,0.38,0.043,0.321
31119,1970.0,0.069,0.135,0.458,0.337
31119,1980.0,0.119,0.192,0.311,0.378
31119,1990.0,0.132,0.294,0.217,0.356
31119,2e3,0.17,0.318,0.174,0.338
31119,2010.0,0.213,0.386,0.12,0.281
31121,1970.0,0.066,0.112,0.456,0.366
31121,1980.0,0.096,0.149,0.311,0.444
31121,1990.0,0.117,0.236,0.23,0.417
31121,2e3,0.149,0.288,0.147,0.416
31121,2010.0,0.16,0.388,0.087,0.365
31123,1970.0,0.067,0.095,0.514,0.324
31123,1980.0,0.087,0.164,0.373,0.376
31123,1990.0,0.127,0.219,0.259,0.395
31123,2e3,0.143,0.3,0.206,0.35
31123,2010.0,0.17,0.373,0.127,0.331
31125,1970.0,0.057,0.091,0.55,0.302
31125,1980.0,0.081,0.144,0.356,0.419
31125,1990.0,0.107,0.234,0.29,0.369
31125,2e3,0.114,0.304,0.194,0.388
31125,2010.0,0.144,0.374,0.117,0.364
31127,1970.0,0.098,0.126,0.405,0.371
31127,1980.0,0.141,0.144,0.323,0.392
31127,1990.0,0.185,0.226,0.228,0.362
31127,2e3,0.229,0.294,0.145,0.332
31127,2010.0,0.271,0.313,0.065,0.351
31129,1970.0,0.052,0.069,0.476,0.403
31129,1980.0,0.093,0.112,0.32,0.474
31129,1990.0,0.101,0.223,0.258,0.419
31129,2e3,0.131,0.313,0.155,0.4
31129,2010.0,0.161,0.335,0.065,0.438
31131,1970.0,0.056,0.096,0.471,0.378
31131,1980.0,0.076,0.12,0.342,0.463
31131,1990.0,0.131,0.22,0.226,0.422
31131,2e3,0.181,0.28,0.144,0.395
31131,2010.0,0.22,0.314,0.084,0.381
31133,1970.0,0.049,0.088,0.462,0.4
31133,1980.0,0.074,0.117,0.346,0.463
31133,1990.0,0.111,0.192,0.25,0.447
31133,2e3,0.144,0.242,0.163,0.451
31133,2010.0,0.145,0.286,0.119,0.45
31135,1970.0,0.078,0.108,0.455,0.359
31135,1980.0,0.139,0.189,0.303,0.369
31135,1990.0,0.167,0.282,0.21,0.34
31135,2e3,0.176,0.347,0.129,0.348
31135,2010.0,0.207,0.404,0.082,0.307
31137,1970.0,0.086,0.128,0.389,0.397
31137,1980.0,0.136,0.191,0.26,0.412
31137,1990.0,0.155,0.271,0.15,0.424
31137,2e3,0.204,0.328,0.109,0.359
31137,2010.0,0.238,0.389,0.058,0.315
31139,1970.0,0.052,0.085,0.527,0.336
31139,1980.0,0.079,0.118,0.358,0.445
31139,1990.0,0.091,0.217,0.262,0.43
31139,2e3,0.133,0.291,0.154,0.422
31139,2010.0,0.204,0.353,0.058,0.384
31141,1970.0,0.067,0.094,0.441,0.397
31141,1980.0,0.133,0.16,0.273,0.435
31141,1990.0,0.128,0.273,0.205,0.394
31141,2e3,0.172,0.314,0.153,0.362
31141,2010.0,0.206,0.368,0.11,0.316
31143,1970.0,0.054,0.103,0.432,0.41
31143,1980.0,0.094,0.143,0.28,0.483
31143,1990.0,0.124,0.261,0.19,0.425
31143,2e3,0.135,0.331,0.134,0.401
31143,2010.0,0.195,0.397,0.069,0.339
31145,1970.0,0.071,0.155,0.41,0.364
31145,1980.0,0.123,0.191,0.246,0.44
31145,1990.0,0.149,0.297,0.178,0.376
31145,2e3,0.152,0.378,0.121,0.35
31145,2010.0,0.196,0.382,0.065,0.358
31147,1970.0,0.065,0.097,0.491,0.347
31147,1980.0,0.109,0.108,0.367,0.415
31147,1990.0,0.117,0.186,0.267,0.431
31147,2e3,0.136,0.263,0.182,0.42
31147,2010.0,0.217,0.296,0.08,0.407
31149,1970.0,0.049,0.118,0.51,0.324
31149,1980.0,0.107,0.177,0.313,0.404
31149,1990.0,0.101,0.296,0.206,0.397
31149,2e3,0.122,0.333,0.126,0.419
31149,2010.0,0.201,0.315,0.076,0.408
31151,1970.0,0.065,0.091,0.477,0.367
31151,1980.0,0.106,0.122,0.333,0.439
31151,1990.0,0.126,0.213,0.24,0.421
31151,2e3,0.14,0.278,0.188,0.394
31151,2010.0,0.143,0.342,0.171,0.344
31153,1970.0,0.15,0.153,0.263,0.434
31153,1980.0,0.214,0.211,0.142,0.434
31153,1990.0,0.254,0.363,0.09,0.293
31153,2e3,0.302,0.383,0.067,0.247
31153,2010.0,0.366,0.357,0.048,0.228
31155,1970.0,0.048,0.111,0.477,0.364
31155,1980.0,0.091,0.137,0.325,0.446
31155,1990.0,0.12,0.268,0.209,0.403
31155,2e3,0.169,0.315,0.132,0.384
31155,2010.0,0.245,0.354,0.069,0.331
31157,1970.0,0.095,0.133,0.443,0.329
31157,1980.0,0.125,0.188,0.336,0.351
31157,1990.0,0.139,0.275,0.257,0.33
31157,2e3,0.173,0.327,0.204,0.296
31157,2010.0,0.212,0.357,0.126,0.305
31159,1970.0,0.081,0.092,0.467,0.361
31159,1980.0,0.123,0.145,0.316,0.415
31159,1990.0,0.148,0.272,0.195,0.385
31159,2e3,0.226,0.33,0.125,0.319
31159,2010.0,0.268,0.358,0.077,0.298
31161,1970.0,0.061,0.129,0.465,0.344
31161,1980.0,0.12,0.166,0.332,0.383
31161,1990.0,0.155,0.234,0.256,0.356
31161,2e3,0.172,0.325,0.139,0.364
31161,2010.0,0.241,0.33,0.112,0.317
31163,1970.0,0.048,0.084,0.578,0.29
31163,1980.0,0.064,0.11,0.391,0.434
31163,1990.0,0.114,0.192,0.278,0.415
31163,2e3,0.108,0.304,0.18,0.408
31163,2010.0,0.145,0.323,0.107,0.425
31165,1970.0,0.072,0.108,0.47,0.35
31165,1980.0,0.109,0.194,0.231,0.466
31165,1990.0,0.178,0.261,0.229,0.332
31165,2e3,0.215,0.33,0.136,0.319
31165,2010.0,0.251,0.35,0.09,0.309
31167,1970.0,0.049,0.091,0.551,0.31
31167,1980.0,0.096,0.179,0.336,0.389
31167,1990.0,0.076,0.312,0.206,0.406
31167,2e3,0.137,0.345,0.138,0.38
31167,2010.0,0.194,0.397,0.07,0.339
31169,1970.0,0.064,0.091,0.496,0.349
31169,1980.0,0.092,0.124,0.377,0.406
31169,1990.0,0.102,0.231,0.273,0.394
31169,2e3,0.15,0.286,0.191,0.372
31169,2010.0,0.178,0.356,0.086,0.379
31171,1970.0,0.075,0.182,0.464,0.278
31171,1980.0,0.11,0.219,0.234,0.436
31171,1990.0,0.114,0.284,0.212,0.39
31171,2e3,0.172,0.343,0.163,0.322
31171,2010.0,0.242,0.408,0.064,0.285
31173,1970.0,0.044,0.106,0.549,0.301
31173,1980.0,0.077,0.14,0.405,0.378
31173,1990.0,0.088,0.239,0.294,0.38
31173,2e3,0.12,0.313,0.196,0.371
31173,2010.0,0.156,0.384,0.129,0.331
31175,1970.0,0.045,0.083,0.518,0.354
31175,1980.0,0.102,0.137,0.331,0.43
31175,1990.0,0.116,0.226,0.243,0.416
31175,2e3,0.164,0.302,0.153,0.381
31175,2010.0,0.174,0.328,0.069,0.429
31177,1970.0,0.075,0.092,0.423,0.409
31177,1980.0,0.138,0.148,0.278,0.437
31177,1990.0,0.154,0.259,0.173,0.414
31177,2e3,0.227,0.314,0.103,0.357
31177,2010.0,0.298,0.337,0.038,0.327
31179,1970.0,0.104,0.161,0.456,0.28
31179,1980.0,0.182,0.174,0.277,0.366
31179,1990.0,0.198,0.272,0.196,0.333
31179,2e3,0.28,0.278,0.13,0.312
31179,2010.0,0.364,0.347,0.068,0.221
31181,1970.0,0.057,0.085,0.497,0.361
31181,1980.0,0.092,0.161,0.322,0.425
31181,1990.0,0.103,0.249,0.26,0.388
31181,2e3,0.137,0.303,0.164,0.395
31181,2010.0,0.185,0.367,0.098,0.35
31183,1970.0,0.014,0.095,0.524,0.368
31183,1980.0,0.108,0.194,0.301,0.397
31183,1990.0,0.121,0.285,0.21,0.384
31183,2e3,0.149,0.386,0.092,0.373
31183,2010.0,0.186,0.34,0.062,0.412
31185,1970.0,0.074,0.133,0.41,0.383
31185,1980.0,0.136,0.17,0.262,0.432
31185,1990.0,0.13,0.28,0.182,0.407
31185,2e3,0.17,0.327,0.128,0.376
31185,2010.0,0.241,0.351,0.065,0.343
32000,1970.0,0.108,0.155,0.348,0.389
32000,1980.0,0.144,0.206,0.245,0.404
32000,1990.0,0.153,0.32,0.212,0.315
32000,2e3,0.182,0.332,0.193,0.293
32000,2010.0,0.225,0.337,0.151,0.287
32001,1970.0,0.074,0.113,0.414,0.398
32001,1980.0,0.113,0.178,0.284,0.425
32001,1990.0,0.131,0.331,0.205,0.333
32001,2e3,0.167,0.379,0.149,0.305
32001,2010.0,0.144,0.396,0.123,0.336
32003,1970.0,0.1,0.152,0.348,0.4
32003,1980.0,0.126,0.202,0.26,0.413
32003,1990.0,0.138,0.315,0.227,0.321
32003,2e3,0.173,0.323,0.205,0.299
32003,2010.0,0.222,0.329,0.158,0.291
32005,1970.0,0.107,0.164,0.298,0.431
32005,1980.0,0.172,0.286,0.149,0.393
32005,1990.0,0.2,0.366,0.127,0.307
32005,2e3,0.232,0.418,0.084,0.266
32005,2010.0,0.256,0.414,0.07,0.259
32007,1970.0,0.088,0.137,0.423,0.353
32007,1980.0,0.127,0.176,0.306,0.391
32007,1990.0,0.133,0.311,0.215,0.341
32007,2e3,0.148,0.339,0.209,0.305
32007,2010.0,0.175,0.377,0.168,0.28
32009,1970.0,0.041,0.159,0.619,0.181
32009,1980.0,0.13,0.121,0.324,0.425
32009,1990.0,0.111,0.268,0.285,0.337
32009,2e3,0.096,0.25,0.211,0.443
32009,2010.0,0.133,0.306,0.146,0.415
32011,1970.0,0.078,0.133,0.399,0.39
32011,1980.0,0.103,0.126,0.381,0.391
32011,1990.0,0.136,0.269,0.248,0.347
32011,2e3,0.136,0.314,0.233,0.317
32011,2010.0,0.229,0.343,0.113,0.315
32013,1970.0,0.079,0.109,0.489,0.324
32013,1980.0,0.125,0.16,0.306,0.409
32013,1990.0,0.122,0.284,0.245,0.35
32013,2e3,0.142,0.328,0.217,0.313
32013,2010.0,0.124,0.34,0.165,0.371
32015,1970.0,0.115,0.131,0.373,0.382
32015,1980.0,0.098,0.147,0.334,0.42
32015,1990.0,0.108,0.2,0.268,0.424
32015,2e3,0.108,0.316,0.208,0.368
32015,2010.0,0.098,0.343,0.191,0.367
32017,1970.0,0.084,0.14,0.426,0.35
32017,1980.0,0.133,0.171,0.314,0.383
32017,1990.0,0.131,0.32,0.224,0.325
32017,2e3,0.151,0.302,0.17,0.378
32017,2010.0,0.151,0.36,0.13,0.359
32019,1970.0,0.08,0.099,0.436,0.385
32019,1980.0,0.085,0.166,0.296,0.453
32019,1990.0,0.094,0.275,0.248,0.383
32019,2e3,0.113,0.373,0.185,0.329
32019,2010.0,0.159,0.385,0.157,0.299
32021,1970.0,0.058,0.107,0.44,0.395
32021,1980.0,0.073,0.144,0.376,0.407
32021,1990.0,0.091,0.27,0.269,0.37
32021,2e3,0.101,0.308,0.229,0.362
32021,2010.0,0.108,0.408,0.137,0.347
32023,1970.0,0.075,0.163,0.406,0.357
32023,1980.0,0.095,0.167,0.305,0.433
32023,1990.0,0.095,0.279,0.249,0.378
32023,2e3,0.101,0.28,0.208,0.412
32023,2010.0,0.134,0.358,0.165,0.343
32027,1970.0,0.101,0.129,0.429,0.341
32027,1980.0,0.063,0.153,0.352,0.433
32027,1990.0,0.072,0.223,0.269,0.436
32027,2e3,0.087,0.306,0.241,0.366
32027,2010.0,0.118,0.316,0.214,0.351
32029,1970.0,0.135,0.106,0.387,0.372
32029,1980.0,0.156,0.257,0.182,0.405
32029,1990.0,0.176,0.312,0.156,0.356
32029,2e3,0.18,0.391,0.133,0.297
32029,2010.0,0.207,0.419,0.072,0.302
32031,1970.0,0.136,0.176,0.313,0.375
32031,1980.0,0.197,0.224,0.199,0.38
32031,1990.0,0.207,0.338,0.175,0.279
32031,2e3,0.237,0.35,0.161,0.252
32031,2010.0,0.279,0.342,0.132,0.247
32033,1970.0,0.073,0.107,0.455,0.366
32033,1980.0,0.144,0.149,0.293,0.415
32033,1990.0,0.114,0.282,0.269,0.335
32033,2e3,0.118,0.354,0.18,0.348
32033,2010.0,0.155,0.356,0.149,0.34
32510,1970.0,0.151,0.179,0.261,0.41
32510,1980.0,0.158,0.225,0.215,0.402
32510,1990.0,0.163,0.355,0.173,0.309
32510,2e3,0.185,0.361,0.175,0.279
32510,2010.0,0.204,0.368,0.132,0.297
33000,1970.0,0.109,0.123,0.424,0.344
33000,1980.0,0.182,0.169,0.277,0.372
33000,1990.0,0.244,0.261,0.178,0.317
33000,2e3,0.287,0.287,0.126,0.301
33000,2010.0,0.344,0.286,0.08,0.291
33001,1970.0,0.095,0.128,0.442,0.335
33001,1980.0,0.162,0.173,0.298,0.367
33001,1990.0,0.205,0.256,0.196,0.343
33001,2e3,0.233,0.298,0.143,0.326
33001,2010.0,0.292,0.315,0.088,0.304
33003,1970.0,0.122,0.159,0.368,0.352
33003,1980.0,0.207,0.203,0.225,0.365
33003,1990.0,0.234,0.274,0.165,0.328
33003,2e3,0.265,0.295,0.118,0.322
33003,2010.0,0.322,0.305,0.07,0.303
33005,1970.0,0.108,0.103,0.43,0.358
33005,1980.0,0.18,0.156,0.281,0.383
33005,1990.0,0.239,0.227,0.192,0.341
33005,2e3,0.266,0.252,0.138,0.344
33005,2010.0,0.308,0.268,0.083,0.34
33007,1970.0,0.05,0.071,0.547,0.332
33007,1980.0,0.082,0.118,0.413,0.387
33007,1990.0,0.11,0.176,0.3,0.414
33007,2e3,0.119,0.234,0.231,0.416
33007,2010.0,0.178,0.297,0.134,0.391
33009,1970.0,0.146,0.128,0.392,0.334
33009,1980.0,0.219,0.158,0.269,0.354
33009,1990.0,0.264,0.22,0.186,0.33
33009,2e3,0.327,0.24,0.123,0.31
33009,2010.0,0.375,0.253,0.087,0.285
33011,1970.0,0.104,0.124,0.448,0.324
33011,1980.0,0.185,0.17,0.289,0.357
33011,1990.0,0.264,0.272,0.178,0.286
33011,2e3,0.301,0.294,0.13,0.275
33011,2010.0,0.355,0.28,0.091,0.275
33013,1970.0,0.115,0.126,0.4,0.358
33013,1980.0,0.198,0.177,0.26,0.365
33013,1990.0,0.254,0.257,0.168,0.321
33013,2e3,0.291,0.294,0.118,0.296
33013,2010.0,0.337,0.295,0.076,0.292
33015,1970.0,0.124,0.145,0.346,0.386
33015,1980.0,0.191,0.189,0.227,0.393
33015,1990.0,0.259,0.291,0.138,0.312
33015,2e3,0.317,0.302,0.095,0.286
33015,2010.0,0.38,0.291,0.055,0.274
33017,1970.0,0.106,0.102,0.468,0.323
33017,1980.0,0.176,0.152,0.3,0.372
33017,1990.0,0.217,0.253,0.202,0.328
33017,2e3,0.264,0.295,0.136,0.304
33017,2010.0,0.332,0.298,0.082,0.287
33019,1970.0,0.075,0.11,0.485,0.33
33019,1980.0,0.125,0.132,0.345,0.398
33019,1990.0,0.165,0.21,0.25,0.375
33019,2e3,0.197,0.248,0.17,0.385
33019,2010.0,0.274,0.257,0.098,0.371
34000,1970.0,0.118,0.088,0.475,0.318
34000,1980.0,0.183,0.132,0.326,0.359
34000,1990.0,0.249,0.207,0.233,0.311
34000,2e3,0.298,0.229,0.179,0.294
34000,2010.0,0.364,0.232,0.116,0.288
34001,1970.0,0.062,0.071,0.556,0.311
34001,1980.0,0.125,0.127,0.386,0.362
34001,1990.0,0.164,0.224,0.271,0.341
34001,2e3,0.187,0.248,0.218,0.346
34001,2010.0,0.244,0.27,0.153,0.334
34003,1970.0,0.156,0.11,0.399,0.335
34003,1980.0,0.238,0.146,0.263,0.353
34003,1990.0,0.317,0.208,0.184,0.291
34003,2e3,0.382,0.221,0.134,0.262
34003,2010.0,0.461,0.204,0.085,0.25
34005,1970.0,0.126,0.099,0.404,0.371
34005,1980.0,0.184,0.158,0.257,0.401
34005,1990.0,0.236,0.251,0.181,0.332
34005,2e3,0.284,0.276,0.128,0.311
34005,2010.0,0.353,0.272,0.076,0.298
34007,1970.0,0.098,0.078,0.509,0.315
34007,1980.0,0.162,0.125,0.345,0.368
34007,1990.0,0.21,0.207,0.245,0.338
34007,2e3,0.24,0.241,0.197,0.321
34007,2010.0,0.297,0.263,0.124,0.317
34009,1970.0,0.073,0.075,0.548,0.304
34009,1980.0,0.13,0.121,0.375,0.374
34009,1990.0,0.172,0.207,0.26,0.361
34009,2e3,0.22,0.235,0.181,0.363
34009,2010.0,0.292,0.248,0.109,0.351
34011,1970.0,0.057,0.061,0.6,0.281
34011,1980.0,0.087,0.102,0.467,0.344
34011,1990.0,0.108,0.175,0.366,0.35
34011,2e3,0.117,0.204,0.315,0.363
34011,2010.0,0.138,0.236,0.234,0.392
34013,1970.0,0.122,0.084,0.507,0.288
34013,1980.0,0.18,0.125,0.372,0.324
34013,1990.0,0.24,0.183,0.299,0.278
34013,2e3,0.275,0.209,0.244,0.272
34013,2010.0,0.323,0.227,0.162,0.288
34015,1970.0,0.08,0.072,0.513,0.335
34015,1980.0,0.131,0.125,0.338,0.406
34015,1990.0,0.181,0.218,0.225,0.376
34015,2e3,0.22,0.255,0.157,0.369
34015,2010.0,0.287,0.283,0.086,0.345
34017,1970.0,0.056,0.052,0.637,0.256
34017,1980.0,0.112,0.089,0.485,0.315
34017,1990.0,0.197,0.16,0.359,0.283
34017,2e3,0.253,0.184,0.295,0.268
34017,2010.0,0.368,0.194,0.175,0.263
34019,1970.0,0.121,0.097,0.434,0.348
34019,1980.0,0.241,0.149,0.239,0.37
34019,1990.0,0.346,0.224,0.141,0.289
34019,2e3,0.418,0.242,0.085,0.255
34019,2010.0,0.483,0.234,0.057,0.227
34021,1970.0,0.141,0.091,0.472,0.296
34021,1980.0,0.218,0.131,0.322,0.329
34021,1990.0,0.295,0.203,0.229,0.273
34021,2e3,0.34,0.223,0.182,0.256
34021,2010.0,0.398,0.219,0.127,0.256
34023,1970.0,0.112,0.083,0.45,0.356
34023,1980.0,0.181,0.129,0.3,0.39
34023,1990.0,0.265,0.209,0.206,0.32
34023,2e3,0.33,0.223,0.156,0.29
34023,2010.0,0.407,0.217,0.112,0.264
34025,1970.0,0.143,0.113,0.399,0.345
34025,1980.0,0.216,0.159,0.26,0.365
34025,1990.0,0.284,0.245,0.172,0.299
34025,2e3,0.346,0.259,0.121,0.274
34025,2010.0,0.42,0.248,0.074,0.258
34027,1970.0,0.199,0.124,0.33,0.348
34027,1980.0,0.286,0.167,0.198,0.349
34027,1990.0,0.367,0.231,0.13,0.272
34027,2e3,0.441,0.225,0.094,0.24
34027,2010.0,0.506,0.203,0.064,0.228
34029,1970.0,0.073,0.083,0.508,0.336
34029,1980.0,0.124,0.132,0.348,0.396
34029,1990.0,0.153,0.22,0.251,0.376
34029,2e3,0.195,0.258,0.17,0.377
34029,2010.0,0.263,0.272,0.098,0.367
34031,1970.0,0.084,0.073,0.559,0.284
34031,1980.0,0.138,0.109,0.417,0.336
34031,1990.0,0.187,0.179,0.312,0.322
34031,2e3,0.212,0.209,0.267,0.312
34031,2010.0,0.262,0.216,0.175,0.346
34033,1970.0,0.057,0.064,0.552,0.327
34033,1980.0,0.09,0.123,0.375,0.412
34033,1990.0,0.118,0.218,0.274,0.389
34033,2e3,0.152,0.25,0.206,0.392
34033,2010.0,0.204,0.273,0.142,0.381
34035,1970.0,0.19,0.107,0.367,0.336
34035,1980.0,0.266,0.153,0.23,0.352
34035,1990.0,0.383,0.216,0.137,0.264
34035,2e3,0.465,0.215,0.104,0.215
34035,2010.0,0.52,0.197,0.065,0.217
34037,1970.0,0.098,0.111,0.427,0.364
34037,1980.0,0.189,0.155,0.245,0.411
34037,1990.0,0.249,0.255,0.149,0.346
34037,2e3,0.272,0.292,0.102,0.334
34037,2010.0,0.331,0.295,0.065,0.309
34039,1970.0,0.14,0.094,0.43,0.336
34039,1980.0,0.191,0.126,0.314,0.369
34039,1990.0,0.25,0.19,0.248,0.312
34039,2e3,0.285,0.211,0.207,0.297
34039,2010.0,0.323,0.234,0.146,0.297
34041,1970.0,0.072,0.068,0.515,0.345
34041,1980.0,0.126,0.116,0.334,0.424
34041,1990.0,0.196,0.209,0.224,0.371
34041,2e3,0.244,0.251,0.151,0.354
34041,2010.0,0.295,0.256,0.099,0.35
35000,1970.0,0.127,0.125,0.448,0.3
35000,1980.0,0.176,0.171,0.311,0.341
35000,1990.0,0.204,0.259,0.249,0.287
35000,2e3,0.235,0.288,0.211,0.266
35000,2010.0,0.261,0.316,0.16,0.263
35001,1970.0,0.169,0.158,0.338,0.335
35001,1980.0,0.228,0.2,0.235,0.338
35001,1990.0,0.267,0.277,0.179,0.277
35001,2e3,0.305,0.291,0.156,0.248
35001,2010.0,0.323,0.318,0.122,0.236
35003,1970.0,0.082,0.086,0.569,0.263
35003,1980.0,0.135,0.156,0.384,0.325
35003,1990.0,0.187,0.234,0.267,0.312
35003,2e3,0.184,0.31,0.216,0.29
35003,2010.0,0.207,0.372,0.091,0.33
35005,1970.0,0.12,0.132,0.47,0.278
35005,1980.0,0.135,0.175,0.365,0.326
35005,1990.0,0.143,0.257,0.327,0.273
35005,2e3,0.162,0.299,0.274,0.264
35005,2010.0,0.184,0.332,0.219,0.264
35006,1990.0,0.088,0.199,0.333,0.38
35006,2e3,0.12,0.265,0.25,0.366
35006,2010.0,0.117,0.325,0.195,0.364
35007,1970.0,0.067,0.075,0.532,0.325
35007,1980.0,0.13,0.151,0.358,0.36
35007,1990.0,0.147,0.225,0.289,0.339
35007,2e3,0.185,0.28,0.192,0.342
35007,2010.0,0.206,0.331,0.131,0.333
35009,1970.0,0.089,0.125,0.421,0.364
35009,1980.0,0.115,0.182,0.297,0.406
35009,1990.0,0.137,0.316,0.242,0.305
35009,2e3,0.153,0.352,0.216,0.279
35009,2010.0,0.204,0.361,0.179,0.255
35011,1970.0,0.068,0.058,0.632,0.242
35011,1980.0,0.093,0.11,0.44,0.357
35011,1990.0,0.114,0.181,0.37,0.335
35011,2e3,0.162,0.261,0.277,0.3
35011,2010.0,0.116,0.348,0.179,0.357
35013,1970.0,0.158,0.135,0.458,0.249
35013,1980.0,0.193,0.158,0.349,0.3
35013,1990.0,0.219,0.245,0.296,0.241
35013,2e3,0.223,0.253,0.3,0.224
35013,2010.0,0.274,0.287,0.22,0.218
35015,1970.0,0.08,0.113,0.515,0.291
35015,1980.0,0.11,0.136,0.372,0.382
35015,1990.0,0.109,0.233,0.327,0.331
35015,2e3,0.135,0.271,0.25,0.343
35015,2010.0,0.168,0.313,0.18,0.339
35017,1970.0,0.105,0.122,0.515,0.257
35017,1980.0,0.126,0.153,0.368,0.354
35017,1990.0,0.164,0.26,0.295,0.281
35017,2e3,0.205,0.298,0.206,0.291
35017,2010.0,0.256,0.322,0.148,0.274
35019,1970.0,0.048,0.054,0.651,0.247
35019,1980.0,0.073,0.09,0.51,0.326
35019,1990.0,0.061,0.103,0.422,0.413
35019,2e3,0.103,0.205,0.317,0.375
35019,2010.0,0.128,0.225,0.248,0.399
35021,1970.0,0.037,0.097,0.59,0.276
35021,1980.0,0.084,0.108,0.406,0.403
35021,1990.0,0.157,0.181,0.341,0.321
35021,2e3,0.181,0.223,0.278,0.319
35021,2010.0,0.239,0.212,0.108,0.441
35023,1970.0,0.068,0.063,0.61,0.258
35023,1980.0,0.091,0.122,0.401,0.386
35023,1990.0,0.117,0.216,0.284,0.382
35023,2e3,0.099,0.22,0.312,0.369
35023,2010.0,0.156,0.306,0.232,0.305
35025,1970.0,0.078,0.118,0.499,0.305
35025,1980.0,0.1,0.159,0.4,0.341
35025,1990.0,0.115,0.248,0.362,0.274
35025,2e3,0.116,0.275,0.329,0.279
35025,2010.0,0.126,0.292,0.286,0.296
35027,1970.0,0.068,0.133,0.485,0.315
35027,1980.0,0.157,0.207,0.302,0.334
35027,1990.0,0.161,0.287,0.229,0.324
35027,2e3,0.228,0.336,0.155,0.282
35027,2010.0,0.261,0.338,0.134,0.267
35028,1970.0,0.386,0.187,0.118,0.309
35028,1980.0,0.478,0.219,0.058,0.244
35028,1990.0,0.534,0.257,0.053,0.156
35028,2e3,0.605,0.238,0.037,0.121
