FIPS,year,bachelorsOrMore,someCollege,lessThanHSD,HSDonly
05013,1970.0,0.035,0.052,0.687,0.227
05013,1980.0,0.041,0.06,0.527,0.372
05013,1990.0,0.074,0.153,0.367,0.407
05013,2e3,0.073,0.179,0.313,0.435
05013,2010.0,0.106,0.223,0.181,0.49
05015,1970.0,0.051,0.074,0.598,0.277
05015,1980.0,0.098,0.122,0.429,0.351
05015,1990.0,0.116,0.216,0.316,0.352
05015,2e3,0.138,0.239,0.282,0.34
05015,2010.0,0.17,0.305,0.166,0.359
05017,1970.0,0.046,0.049,0.723,0.182
05017,1980.0,0.068,0.081,0.589,0.263
05017,1990.0,0.083,0.114,0.488,0.315
05017,2e3,0.117,0.173,0.358,0.353
05017,2010.0,0.113,0.237,0.231,0.418
05019,1970.0,0.114,0.085,0.584,0.217
05019,1980.0,0.158,0.107,0.441,0.293
05019,1990.0,0.179,0.184,0.351,0.286
05019,2e3,0.198,0.231,0.247,0.324
05019,2010.0,0.223,0.28,0.146,0.351
05021,1970.0,0.029,0.034,0.767,0.17
05021,1980.0,0.047,0.058,0.62,0.275
05021,1990.0,0.052,0.112,0.521,0.315
05021,2e3,0.074,0.154,0.394,0.378
05021,2010.0,0.098,0.231,0.228,0.444
05023,1970.0,0.034,0.045,0.733,0.188
05023,1980.0,0.072,0.111,0.505,0.312
05023,1990.0,0.094,0.173,0.39,0.344
05023,2e3,0.139,0.245,0.252,0.364
05023,2010.0,0.172,0.3,0.154,0.374
05025,1970.0,0.022,0.024,0.692,0.262
05025,1980.0,0.06,0.061,0.544,0.335
05025,1990.0,0.078,0.123,0.401,0.398
05025,2e3,0.1,0.197,0.269,0.434
05025,2010.0,0.146,0.268,0.151,0.434
05027,1970.0,0.06,0.08,0.611,0.249
05027,1980.0,0.098,0.109,0.474,0.318
05027,1990.0,0.131,0.198,0.357,0.314
05027,2e3,0.168,0.215,0.259,0.358
05027,2010.0,0.213,0.275,0.16,0.352
05029,1970.0,0.046,0.055,0.625,0.274
05029,1980.0,0.076,0.079,0.491,0.353
05029,1990.0,0.098,0.142,0.355,0.405
05029,2e3,0.115,0.202,0.268,0.414
05029,2010.0,0.165,0.266,0.149,0.421
05031,1970.0,0.088,0.077,0.608,0.226
05031,1980.0,0.133,0.113,0.46,0.294
05031,1990.0,0.164,0.212,0.325,0.299
05031,2e3,0.209,0.236,0.227,0.328
05031,2010.0,0.248,0.291,0.135,0.326
05033,1970.0,0.036,0.065,0.636,0.262
05033,1980.0,0.051,0.111,0.475,0.364
05033,1990.0,0.076,0.224,0.362,0.338
05033,2e3,0.097,0.258,0.285,0.36
05033,2010.0,0.143,0.304,0.155,0.398
05035,1970.0,0.045,0.058,0.688,0.209
05035,1980.0,0.073,0.097,0.538,0.291
05035,1990.0,0.098,0.169,0.424,0.309
05035,2e3,0.128,0.233,0.308,0.331
05035,2010.0,0.146,0.295,0.195,0.364
05037,1970.0,0.038,0.041,0.724,0.197
05037,1980.0,0.074,0.071,0.565,0.289
05037,1990.0,0.08,0.144,0.442,0.334
05037,2e3,0.099,0.203,0.317,0.382
05037,2010.0,0.124,0.204,0.215,0.458
05039,1970.0,0.046,0.051,0.68,0.222
05039,1980.0,0.088,0.094,0.481,0.338
05039,1990.0,0.088,0.117,0.408,0.387
05039,2e3,0.096,0.161,0.332,0.411
05039,2010.0,0.118,0.19,0.161,0.531
05041,1970.0,0.054,0.061,0.685,0.2
05041,1980.0,0.088,0.089,0.538,0.285
05041,1990.0,0.104,0.158,0.435,0.304
05041,2e3,0.111,0.18,0.35,0.36
05041,2010.0,0.116,0.242,0.223,0.419
05043,1970.0,0.087,0.078,0.654,0.182
05043,1980.0,0.128,0.106,0.484,0.281
05043,1990.0,0.139,0.152,0.369,0.34
05043,2e3,0.173,0.215,0.269,0.343
05043,2010.0,0.204,0.254,0.171,0.372
05045,1970.0,0.105,0.096,0.515,0.284
05045,1980.0,0.145,0.135,0.381,0.339
05045,1990.0,0.179,0.22,0.276,0.324
05045,2e3,0.252,0.268,0.167,0.313
05045,2010.0,0.273,0.307,0.103,0.317
05047,1970.0,0.042,0.046,0.65,0.262
05047,1980.0,0.061,0.1,0.489,0.35
05047,1990.0,0.088,0.17,0.399,0.343
05047,2e3,0.11,0.247,0.289,0.354
05047,2010.0,0.126,0.3,0.168,0.406
05049,1970.0,0.036,0.046,0.73,0.189
05049,1980.0,0.053,0.085,0.513,0.348
05049,1990.0,0.054,0.131,0.451,0.364
05049,2e3,0.105,0.227,0.278,0.39
05049,2010.0,0.107,0.296,0.155,0.442
05051,1970.0,0.067,0.089,0.551,0.293
05051,1980.0,0.113,0.136,0.401,0.35
05051,1990.0,0.142,0.242,0.298,0.318
05051,2e3,0.18,0.276,0.217,0.328
05051,2010.0,0.21,0.334,0.131,0.325
05053,1970.0,0.037,0.047,0.657,0.259
05053,1980.0,0.073,0.078,0.466,0.383
05053,1990.0,0.093,0.173,0.311,0.423
05053,2e3,0.11,0.239,0.228,0.423
05053,2010.0,0.153,0.286,0.143,0.418
05055,1970.0,0.044,0.043,0.712,0.201
05055,1980.0,0.073,0.072,0.552,0.302
05055,1990.0,0.091,0.141,0.415,0.353
05055,2e3,0.109,0.206,0.279,0.406
05055,2010.0,0.149,0.261,0.162,0.428
05057,1970.0,0.046,0.058,0.633,0.263
05057,1980.0,0.088,0.09,0.438,0.385
05057,1990.0,0.093,0.157,0.38,0.37
05057,2e3,0.11,0.199,0.308,0.383
05057,2010.0,0.14,0.301,0.196,0.363
05059,1970.0,0.043,0.052,0.631,0.274
05059,1980.0,0.082,0.095,0.46,0.364
05059,1990.0,0.09,0.158,0.355,0.397
05059,2e3,0.112,0.224,0.267,0.397
05059,2010.0,0.141,0.29,0.156,0.413
05061,1970.0,0.047,0.058,0.656,0.24
05061,1980.0,0.071,0.079,0.519,0.331
05061,1990.0,0.083,0.153,0.382,0.383
05061,2e3,0.116,0.212,0.293,0.379
05061,2010.0,0.144,0.274,0.224,0.358
05063,1970.0,0.046,0.063,0.649,0.242
05063,1980.0,0.082,0.09,0.498,0.33
05063,1990.0,0.103,0.175,0.369,0.354
05063,2e3,0.137,0.22,0.245,0.397
05063,2010.0,0.148,0.281,0.18,0.39
05065,1970.0,0.033,0.038,0.728,0.201
05065,1980.0,0.086,0.098,0.489,0.327
05065,1990.0,0.094,0.16,0.389,0.357
05065,2e3,0.117,0.251,0.267,0.365
05065,2010.0,0.123,0.299,0.187,0.391
05067,1970.0,0.043,0.044,0.716,0.197
05067,1980.0,0.08,0.067,0.588,0.265
05067,1990.0,0.067,0.119,0.484,0.331
05067,2e3,0.103,0.174,0.34,0.383
05067,2010.0,0.079,0.223,0.231,0.466
05069,1970.0,0.076,0.08,0.561,0.283
05069,1980.0,0.119,0.116,0.424,0.341
05069,1990.0,0.146,0.179,0.341,0.334
05069,2e3,0.157,0.243,0.252,0.348
05069,2010.0,0.171,0.297,0.157,0.375
05071,1970.0,0.053,0.077,0.67,0.2
05071,1980.0,0.087,0.101,0.522,0.29
05071,1990.0,0.12,0.17,0.367,0.343
05071,2e3,0.131,0.178,0.324,0.367
05071,2010.0,0.163,0.208,0.217,0.412
05073,1970.0,0.037,0.053,0.684,0.226
05073,1980.0,0.057,0.065,0.588,0.29
05073,1990.0,0.069,0.138,0.484,0.309
05073,2e3,0.095,0.198,0.347,0.36
05073,2010.0,0.124,0.217,0.223,0.436
05075,1970.0,0.043,0.04,0.721,0.195
05075,1980.0,0.055,0.068,0.59,0.287
05075,1990.0,0.061,0.12,0.467,0.353
05075,2e3,0.085,0.18,0.367,0.367
05075,2010.0,0.118,0.253,0.189,0.44
05077,1970.0,0.046,0.038,0.797,0.119
05077,1980.0,0.071,0.071,0.681,0.177
05077,1990.0,0.074,0.143,0.558,0.224
05077,2e3,0.073,0.193,0.438,0.296
05077,2010.0,0.064,0.213,0.317,0.406
05079,1970.0,0.024,0.038,0.75,0.188
05079,1980.0,0.057,0.067,0.584,0.292
05079,1990.0,0.056,0.182,0.415,0.347
05079,2e3,0.076,0.196,0.35,0.378
05079,2010.0,0.085,0.207,0.25,0.458
05081,1970.0,0.051,0.06,0.641,0.248
05081,1980.0,0.077,0.116,0.478,0.329
05081,1990.0,0.081,0.197,0.354,0.368
05081,2e3,0.099,0.254,0.266,0.382
05081,2010.0,0.118,0.336,0.149,0.397
05083,1970.0,0.034,0.051,0.695,0.22
05083,1980.0,0.063,0.073,0.535,0.329
05083,1990.0,0.068,0.167,0.419,0.347
05083,2e3,0.094,0.22,0.302,0.384
05083,2010.0,0.118,0.28,0.18,0.422
05085,1970.0,0.042,0.057,0.638,0.263
05085,1980.0,0.08,0.104,0.467,0.349
05085,1990.0,0.1,0.218,0.329,0.353
05085,2e3,0.146,0.274,0.224,0.357
05085,2010.0,0.187,0.337,0.128,0.348
05087,1970.0,0.04,0.048,0.742,0.171
05087,1980.0,0.062,0.086,0.521,0.331
05087,1990.0,0.082,0.164,0.404,0.349
05087,2e3,0.101,0.189,0.322,0.389
05087,2010.0,0.097,0.216,0.233,0.454
05089,1970.0,0.027,0.062,0.643,0.267
05089,1980.0,0.072,0.118,0.438,0.372
05089,1990.0,0.08,0.205,0.358,0.357
05089,2e3,0.104,0.273,0.24,0.383
05089,2010.0,0.128,0.306,0.154,0.412
05091,1970.0,0.053,0.088,0.592,0.266
05091,1980.0,0.078,0.122,0.451,0.349
05091,1990.0,0.095,0.204,0.361,0.34
05091,2e3,0.125,0.26,0.257,0.358
05091,2010.0,0.127,0.308,0.154,0.41
05093,1970.0,0.055,0.055,0.688,0.202
05093,1980.0,0.086,0.094,0.531,0.288
05093,1990.0,0.105,0.198,0.4,0.297
05093,2e3,0.113,0.213,0.353,0.321
05093,2010.0,0.131,0.287,0.214,0.368
05095,1970.0,0.038,0.046,0.74,0.175
05095,1980.0,0.061,0.081,0.602,0.256
05095,1990.0,0.084,0.132,0.471,0.314
05095,2e3,0.084,0.172,0.362,0.382
05095,2010.0,0.121,0.256,0.241,0.383
05097,1970.0,0.041,0.052,0.657,0.249
05097,1980.0,0.078,0.073,0.525,0.325
05097,1990.0,0.07,0.18,0.399,0.351
05097,2e3,0.088,0.218,0.302,0.392
05097,2010.0,0.136,0.305,0.183,0.376
05099,1970.0,0.041,0.046,0.694,0.219
05099,1980.0,0.067,0.074,0.52,0.339
05099,1990.0,0.098,0.145,0.394,0.362
05099,2e3,0.107,0.191,0.309,0.392
05099,2010.0,0.142,0.278,0.18,0.399
05101,1970.0,0.024,0.051,0.728,0.197
05101,1980.0,0.069,0.084,0.547,0.299
05101,1990.0,0.068,0.136,0.419,0.377
05101,2e3,0.118,0.206,0.298,0.378
05101,2010.0,0.113,0.249,0.191,0.447
05103,1970.0,0.053,0.07,0.616,0.261
05103,1980.0,0.091,0.105,0.48,0.324
05103,1990.0,0.122,0.207,0.352,0.319
05103,2e3,0.127,0.259,0.265,0.349
05103,2010.0,0.159,0.275,0.145,0.421
05105,1970.0,0.034,0.039,0.718,0.209
05105,1980.0,0.056,0.083,0.488,0.374
05105,1990.0,0.062,0.142,0.389,0.407
05105,2e3,0.111,0.213,0.262,0.414
05105,2010.0,0.144,0.268,0.168,0.42
05107,1970.0,0.055,0.045,0.73,0.17
05107,1980.0,0.083,0.103,0.583,0.231
05107,1990.0,0.092,0.199,0.485,0.224
05107,2e3,0.124,0.234,0.378,0.265
05107,2010.0,0.129,0.322,0.252,0.297
05109,1970.0,0.035,0.038,0.7,0.228
05109,1980.0,0.072,0.073,0.518,0.337
05109,1990.0,0.085,0.146,0.389,0.381
05109,2e3,0.101,0.196,0.312,0.392
05109,2010.0,0.128,0.31,0.197,0.365
05111,1970.0,0.036,0.036,0.764,0.163
05111,1980.0,0.062,0.063,0.606,0.269
05111,1990.0,0.056,0.108,0.511,0.326
05111,2e3,0.063,0.162,0.38,0.395
05111,2010.0,0.08,0.251,0.245,0.424
05113,1970.0,0.051,0.046,0.65,0.252
05113,1980.0,0.081,0.092,0.501,0.326
05113,1990.0,0.099,0.194,0.376,0.331
05113,2e3,0.109,0.254,0.274,0.362
05113,2010.0,0.126,0.348,0.147,0.38
05115,1970.0,0.075,0.081,0.582,0.262
05115,1980.0,0.118,0.12,0.425,0.338
05115,1990.0,0.147,0.212,0.335,0.306
05115,2e3,0.19,0.249,0.226,0.335
05115,2010.0,0.211,0.284,0.172,0.333
05117,1970.0,0.034,0.038,0.712,0.216
05117,1980.0,0.065,0.067,0.572,0.296
05117,1990.0,0.072,0.142,0.437,0.349
05117,2e3,0.09,0.204,0.318,0.388
05117,2010.0,0.104,0.252,0.207,0.438
05119,1970.0,0.114,0.128,0.415,0.343
05119,1980.0,0.188,0.17,0.283,0.358
05119,1990.0,0.235,0.271,0.21,0.284
05119,2e3,0.281,0.292,0.156,0.271
05119,2010.0,0.32,0.301,0.102,0.276
05121,1970.0,0.026,0.042,0.753,0.179
05121,1980.0,0.063,0.07,0.578,0.289
05121,1990.0,0.079,0.123,0.456,0.342
05121,2e3,0.106,0.203,0.308,0.384
05121,2010.0,0.144,0.29,0.184,0.381
05123,1970.0,0.062,0.056,0.694,0.188
05123,1980.0,0.08,0.088,0.549,0.283
05123,1990.0,0.085,0.177,0.449,0.289
05123,2e3,0.096,0.228,0.349,0.328
05123,2010.0,0.118,0.283,0.227,0.373
05125,1970.0,0.054,0.064,0.591,0.292
05125,1980.0,0.082,0.114,0.398,0.405
05125,1990.0,0.119,0.222,0.271,0.387
05125,2e3,0.164,0.283,0.177,0.377
05125,2010.0,0.23,0.315,0.112,0.343
05127,1970.0,0.027,0.041,0.727,0.205
05127,1980.0,0.037,0.078,0.576,0.309
05127,1990.0,0.059,0.16,0.462,0.319
05127,2e3,0.084,0.198,0.346,0.372
05127,2010.0,0.122,0.268,0.242,0.368
05129,1970.0,0.03,0.047,0.761,0.162
05129,1980.0,0.071,0.071,0.584,0.274
05129,1990.0,0.075,0.148,0.474,0.303
05129,2e3,0.084,0.19,0.32,0.406
05129,2010.0,0.139,0.261,0.207,0.393
05131,1970.0,0.072,0.115,0.5,0.313
05131,1980.0,0.119,0.171,0.356,0.354
05131,1990.0,0.146,0.267,0.283,0.304
05131,2e3,0.166,0.288,0.234,0.312
05131,2010.0,0.197,0.307,0.176,0.32
05133,1970.0,0.063,0.06,0.618,0.259
05133,1980.0,0.085,0.1,0.475,0.34
05133,1990.0,0.072,0.177,0.41,0.341
05133,2e3,0.092,0.216,0.354,0.338
05133,2010.0,0.083,0.268,0.32,0.33
05135,1970.0,0.053,0.059,0.672,0.216
05135,1980.0,0.082,0.096,0.463,0.359
05135,1990.0,0.087,0.181,0.355,0.377
05135,2e3,0.103,0.243,0.271,0.383
05135,2010.0,0.106,0.28,0.185,0.428
05137,1970.0,0.022,0.038,0.789,0.15
05137,1980.0,0.07,0.058,0.581,0.291
05137,1990.0,0.094,0.171,0.404,0.332
05137,2e3,0.098,0.198,0.32,0.385
05137,2010.0,0.163,0.266,0.2,0.372
05139,1970.0,0.076,0.088,0.535,0.302
05139,1980.0,0.107,0.123,0.42,0.35
05139,1990.0,0.127,0.199,0.341,0.333
05139,2e3,0.149,0.241,0.255,0.355
05139,2010.0,0.174,0.29,0.171,0.365
05141,1970.0,0.036,0.039,0.709,0.216
05141,1980.0,0.068,0.106,0.476,0.349
05141,1990.0,0.105,0.171,0.374,0.349
05141,2e3,0.115,0.233,0.284,0.368
05141,2010.0,0.122,0.272,0.187,0.418
05143,1970.0,0.128,0.103,0.51,0.259
05143,1980.0,0.18,0.141,0.362,0.317
05143,1990.0,0.2,0.226,0.268,0.307
05143,2e3,0.245,0.245,0.205,0.305
05143,2010.0,0.293,0.255,0.171,0.281
05145,1970.0,0.054,0.063,0.663,0.22
05145,1980.0,0.088,0.096,0.514,0.302
05145,1990.0,0.109,0.18,0.374,0.337
05145,2e3,0.155,0.217,0.271,0.357
05145,2010.0,0.19,0.272,0.172,0.367
05147,1970.0,0.049,0.044,0.737,0.171
05147,1980.0,0.07,0.065,0.616,0.249
05147,1990.0,0.075,0.106,0.513,0.307
05147,2e3,0.08,0.159,0.394,0.367
05147,2010.0,0.09,0.19,0.295,0.425
05149,1970.0,0.027,0.053,0.658,0.262
05149,1980.0,0.05,0.087,0.513,0.35
05149,1990.0,0.074,0.136,0.428,0.363
05149,2e3,0.109,0.175,0.359,0.357
05149,2010.0,0.119,0.215,0.252,0.414
06000,1970.0,0.134,0.164,0.374,0.328
06000,1980.0,0.196,0.224,0.265,0.314
06000,1990.0,0.234,0.305,0.238,0.223
06000,2e3,0.266,0.3,0.232,0.201
06000,2010.0,0.31,0.298,0.185,0.207
06001,1970.0,0.146,0.149,0.37,0.335
06001,1980.0,0.223,0.22,0.24,0.317
06001,1990.0,0.288,0.299,0.186,0.228
06001,2e3,0.349,0.284,0.176,0.19
06001,2010.0,0.421,0.257,0.133,0.189
06003,1970.0,0.03,0.216,0.383,0.371
06003,1980.0,0.324,0.234,0.139,0.303
06003,1990.0,0.24,0.361,0.124,0.275
06003,2e3,0.282,0.341,0.117,0.26
06003,2010.0,0.305,0.316,0.086,0.293
06005,1970.0,0.084,0.173,0.414,0.329
06005,1980.0,0.126,0.215,0.232,0.427
06005,1990.0,0.14,0.32,0.175,0.365
06005,2e3,0.166,0.371,0.16,0.302
06005,2010.0,0.205,0.404,0.116,0.275
06007,1970.0,0.11,0.149,0.429,0.311
06007,1980.0,0.169,0.22,0.284,0.328
06007,1990.0,0.195,0.331,0.224,0.25
06007,2e3,0.218,0.361,0.177,0.243
06007,2010.0,0.25,0.394,0.12,0.235
06009,1970.0,0.075,0.13,0.481,0.314
06009,1980.0,0.138,0.22,0.237,0.405
06009,1990.0,0.144,0.343,0.184,0.328
06009,2e3,0.171,0.4,0.143,0.286
06009,2010.0,0.211,0.444,0.075,0.27
06011,1970.0,0.1,0.144,0.443,0.313
06011,1980.0,0.123,0.19,0.354,0.334
06011,1990.0,0.111,0.267,0.371,0.251
06011,2e3,0.106,0.292,0.36,0.241
06011,2010.0,0.143,0.298,0.313,0.245
06013,1970.0,0.172,0.168,0.321,0.339
06013,1980.0,0.255,0.239,0.183,0.323
06013,1990.0,0.316,0.323,0.135,0.226
06013,2e3,0.35,0.321,0.131,0.198
06013,2010.0,0.394,0.306,0.111,0.189
06015,1970.0,0.073,0.101,0.5,0.326
06015,1980.0,0.101,0.176,0.329,0.394
06015,1990.0,0.1,0.304,0.291,0.305
06015,2e3,0.11,0.332,0.284,0.275
06015,2010.0,0.16,0.343,0.18,0.317
06017,1970.0,0.104,0.165,0.363,0.367
06017,1980.0,0.174,0.261,0.188,0.377
06017,1990.0,0.208,0.366,0.141,0.285
06017,2e3,0.265,0.403,0.109,0.222
06017,2010.0,0.321,0.386,0.074,0.219
06019,1970.0,0.102,0.145,0.473,0.28
06019,1980.0,0.152,0.2,0.363,0.285
06019,1990.0,0.169,0.276,0.338,0.217
06019,2e3,0.175,0.289,0.325,0.211
06019,2010.0,0.195,0.311,0.268,0.227
06021,1970.0,0.07,0.123,0.464,0.343
06021,1980.0,0.093,0.174,0.37,0.363
06021,1990.0,0.094,0.277,0.331,0.298
06021,2e3,0.107,0.31,0.315,0.268
06021,2010.0,0.157,0.319,0.247,0.278
06023,1970.0,0.1,0.137,0.443,0.32
06023,1980.0,0.18,0.239,0.236,0.345
06023,1990.0,0.2,0.337,0.195,0.268
06023,2e3,0.23,0.362,0.151,0.257
06023,2010.0,0.275,0.369,0.097,0.259
06025,1970.0,0.073,0.111,0.569,0.246
06025,1980.0,0.096,0.165,0.491,0.247
06025,1990.0,0.097,0.233,0.468,0.201
06025,2e3,0.103,0.267,0.41,0.22
06025,2010.0,0.134,0.299,0.348,0.219
06027,1970.0,0.093,0.137,0.383,0.387
06027,1980.0,0.122,0.198,0.258,0.422
06027,1990.0,0.135,0.303,0.183,0.379
06027,2e3,0.171,0.339,0.177,0.313
06027,2010.0,0.214,0.339,0.118,0.328
06029,1970.0,0.089,0.136,0.483,0.292
06029,1980.0,0.118,0.189,0.379,0.313
06029,1990.0,0.133,0.292,0.324,0.252
06029,2e3,0.135,0.296,0.315,0.254
06029,2010.0,0.152,0.314,0.27,0.264
06031,1970.0,0.086,0.107,0.509,0.298
06031,1980.0,0.102,0.157,0.413,0.328
06031,1990.0,0.09,0.28,0.344,0.286
06031,2e3,0.104,0.295,0.312,0.289
06031,2010.0,0.125,0.334,0.291,0.251
06033,1970.0,0.072,0.112,0.496,0.321
06033,1980.0,0.102,0.173,0.336,0.389
06033,1990.0,0.107,0.286,0.291,0.316
06033,2e3,0.121,0.354,0.227,0.298
06033,2010.0,0.162,0.403,0.152,0.283
06035,1970.0,0.075,0.134,0.433,0.357
06035,1980.0,0.119,0.261,0.269,0.351
06035,1990.0,0.117,0.35,0.272,0.261
06035,2e3,0.107,0.381,0.204,0.309
06035,2010.0,0.129,0.392,0.206,0.274
06037,1970.0,0.127,0.166,0.38,0.327
06037,1980.0,0.185,0.212,0.302,0.302
06037,1990.0,0.223,0.27,0.3,0.207
06037,2e3,0.249,0.262,0.301,0.188
06037,2010.0,0.299,0.264,0.232,0.205
06039,1970.0,0.07,0.097,0.584,0.249
06039,1980.0,0.107,0.177,0.399,0.316
06039,1990.0,0.117,0.273,0.366,0.245
06039,2e3,0.12,0.281,0.346,0.253
06039,2010.0,0.135,0.323,0.305,0.236
06041,1970.0,0.266,0.218,0.209,0.308
06041,1980.0,0.383,0.27,0.101,0.246
06041,1990.0,0.44,0.315,0.081,0.164
06041,2e3,0.513,0.275,0.088,0.124
06041,2010.0,0.548,0.255,0.075,0.122
06043,1970.0,0.101,0.134,0.445,0.32
06043,1980.0,0.154,0.233,0.263,0.35
06043,1990.0,0.168,0.33,0.222,0.28
06043,2e3,0.202,0.386,0.149,0.263
06043,2010.0,0.224,0.385,0.11,0.28
06045,1970.0,0.093,0.131,0.431,0.344
06045,1980.0,0.176,0.21,0.236,0.378
06045,1990.0,0.178,0.313,0.213,0.295
06045,2e3,0.202,0.346,0.192,0.26
06045,2010.0,0.225,0.369,0.141,0.264
06047,1970.0,0.083,0.122,0.493,0.302
06047,1980.0,0.105,0.187,0.396,0.312
06047,1990.0,0.12,0.28,0.369,0.231
06047,2e3,0.11,0.289,0.362,0.239
06047,2010.0,0.13,0.298,0.32,0.252
06049,1970.0,0.07,0.138,0.401,0.392
06049,1980.0,0.124,0.234,0.277,0.366
06049,1990.0,0.112,0.277,0.278,0.333
06049,2e3,0.124,0.353,0.229,0.294
06049,2010.0,0.185,0.412,0.134,0.269
06051,1970.0,0.105,0.211,0.311,0.373
06051,1980.0,0.227,0.276,0.118,0.379
06051,1990.0,0.219,0.401,0.122,0.257
06051,2e3,0.289,0.384,0.121,0.207
06051,2010.0,0.333,0.337,0.157,0.174
06053,1970.0,0.15,0.166,0.375,0.308
06053,1980.0,0.196,0.221,0.29,0.293
06053,1990.0,0.215,0.301,0.271,0.212
06053,2e3,0.225,0.274,0.316,0.186
06053,2010.0,0.231,0.271,0.288,0.211
06055,1970.0,0.114,0.177,0.366,0.343
06055,1980.0,0.178,0.235,0.246,0.341
06055,1990.0,0.223,0.34,0.193,0.245
06055,2e3,0.264,0.335,0.196,0.205
06055,2010.0,0.319,0.317,0.172,0.192
06057,1970.0,0.097,0.167,0.39,0.346
06057,1980.0,0.18,0.242,0.18,0.398
06057,1990.0,0.221,0.372,0.137,0.27
06057,2e3,0.261,0.404,0.097,0.238
06057,2010.0,0.328,0.407,0.057,0.208
06059,1970.0,0.158,0.198,0.295,0.349
06059,1980.0,0.226,0.258,0.196,0.319
06059,1990.0,0.278,0.333,0.188,0.201
06059,2e3,0.308,0.312,0.205,0.175
06059,2010.0,0.373,0.289,0.16,0.178
06061,1970.0,0.1,0.164,0.369,0.367
06061,1980.0,0.167,0.245,0.226,0.362
06061,1990.0,0.227,0.365,0.149,0.26
06061,2e3,0.303,0.389,0.095,0.213
06061,2010.0,0.357,0.385,0.06,0.198
06063,1970.0,0.091,0.146,0.394,0.368
06063,1980.0,0.145,0.235,0.216,0.404
06063,1990.0,0.151,0.347,0.173,0.329
06063,2e3,0.175,0.428,0.12,0.277
06063,2010.0,0.227,0.437,0.102,0.235
06065,1970.0,0.106,0.155,0.416,0.323
06065,1980.0,0.128,0.215,0.311,0.347
06065,1990.0,0.146,0.331,0.259,0.264
06065,2e3,0.166,0.337,0.25,0.247
06065,2010.0,0.208,0.335,0.202,0.255
06067,1970.0,0.131,0.169,0.342,0.358
06067,1980.0,0.193,0.245,0.22,0.342
06067,1990.0,0.23,0.354,0.178,0.239
06067,2e3,0.248,0.356,0.167,0.229
06067,2010.0,0.282,0.358,0.138,0.221
06069,1970.0,0.07,0.121,0.559,0.249
06069,1980.0,0.106,0.191,0.435,0.267
06069,1990.0,0.144,0.288,0.316,0.252
06069,2e3,0.171,0.346,0.251,0.232
06069,2010.0,0.19,0.353,0.221,0.237
06071,1970.0,0.092,0.146,0.433,0.329
06071,1980.0,0.131,0.221,0.29,0.358
06071,1990.0,0.149,0.334,0.246,0.27
06071,2e3,0.159,0.333,0.258,0.25
06071,2010.0,0.188,0.333,0.217,0.263
06073,1970.0,0.14,0.165,0.347,0.348
06073,1980.0,0.209,0.24,0.22,0.331
06073,1990.0,0.253,0.339,0.181,0.228
06073,2e3,0.295,0.332,0.174,0.199
06073,2010.0,0.351,0.317,0.142,0.19
06075,1970.0,0.167,0.157,0.382,0.294
06075,1980.0,0.282,0.206,0.26,0.251
06075,1990.0,0.35,0.248,0.22,0.182
06075,2e3,0.45,0.223,0.188,0.139
06075,2010.0,0.529,0.207,0.133,0.131
06077,1970.0,0.08,0.124,0.506,0.291
06077,1980.0,0.115,0.189,0.374,0.322
06077,1990.0,0.132,0.299,0.314,0.256
06077,2e3,0.145,0.315,0.288,0.252
06077,2010.0,0.181,0.334,0.224,0.262
06079,1970.0,0.111,0.171,0.402,0.316
06079,1980.0,0.19,0.245,0.232,0.334
06079,1990.0,0.229,0.359,0.167,0.245
06079,2e3,0.267,0.371,0.144,0.218
06079,2010.0,0.321,0.373,0.104,0.202
06081,1970.0,0.171,0.189,0.285,0.355
06081,1980.0,0.255,0.247,0.184,0.315
06081,1990.0,0.313,0.314,0.159,0.213
06081,2e3,0.39,0.288,0.147,0.175
06081,2010.0,0.45,0.267,0.115,0.168
06083,1970.0,0.179,0.192,0.287,0.342
06083,1980.0,0.246,0.243,0.209,0.302
06083,1990.0,0.266,0.323,0.2,0.211
06083,2e3,0.294,0.308,0.208,0.19
06083,2010.0,0.314,0.301,0.207,0.178
06085,1970.0,0.195,0.179,0.31,0.316
06085,1980.0,0.264,0.243,0.205,0.289
06085,1990.0,0.326,0.306,0.18,0.188
06085,2e3,0.405,0.27,0.166,0.159
06085,2010.0,0.473,0.24,0.132,0.154
06087,1970.0,0.132,0.18,0.369,0.318
06087,1980.0,0.235,0.257,0.222,0.286
06087,1990.0,0.297,0.331,0.181,0.19
06087,2e3,0.342,0.325,0.168,0.166
06087,2010.0,0.375,0.324,0.145,0.156
06089,1970.0,0.086,0.161,0.411,0.341
06089,1980.0,0.124,0.232,0.244,0.4
06089,1990.0,0.137,0.352,0.216,0.295
06089,2e3,0.166,0.39,0.167,0.276
06089,2010.0,0.191,0.437,0.113,0.258
06091,1970.0,0.094,0.13,0.417,0.36
06091,1980.0,0.18,0.235,0.219,0.366
06091,1990.0,0.159,0.318,0.245,0.278
06091,2e3,0.172,0.393,0.148,0.287
06091,2010.0,0.19,0.384,0.099,0.328
06093,1970.0,0.075,0.127,0.435,0.363
06093,1980.0,0.141,0.225,0.244,0.39
06093,1990.0,0.142,0.316,0.226,0.316
06093,2e3,0.177,0.378,0.162,0.282
06093,2010.0,0.24,0.388,0.112,0.26
06095,1970.0,0.093,0.143,0.373,0.392
